source,target,weight
French Guiana,Israel,1
French Guiana,Senegal,1
French Guiana,Mexico,1
French Guiana,Malawi,1
French Guiana,Malaysia,1
French Guiana,Dominican Republic,1
French Guiana,Virgin Islands,1
French Guiana,Puerto Rico,1
French Guiana,Finland,1
French Guiana,Norway,1
French Guiana,Georgia,1
French Guiana,Morocco,1
French Guiana,Japan,1
French Guiana,Comoros,1
French Guiana,Bulgaria,1
French Guiana,Uganda,1
French Guiana,Singapore,1
French Guiana,Azerbaijan,1
French Guiana,Australia,1
French Guiana,Indonesia,1
French Guiana,Laos,1
French Guiana,Austria,1
French Guiana,Angola,1
French Guiana,Saudi Arabia,1
French Guiana,Cuba,1
French Guiana,Burkina Faso,1
French Guiana,Netherlands Antilles,1
French Guiana,Latvia,1
French Guiana,Zimbabwe,1
French Guiana,Ecuador,1
French Guiana,Malta,1
French Guiana,Kuwait,1
French Guiana,Bahamas,1
French Guiana,Chad,1
French Guiana,Cameroon,1
French Guiana,Chile,1
French Guiana,Guinea,1
French Guiana,Equatorial Guinea,1
French Guiana,Madagascar,1
French Guiana,Tanzania,1
French Guiana,Congo (Kinshasa),1
French Guiana,Reunion,1
French Guiana,Niger,1
French Guiana,Tunisia,1
French Guiana,Taiwan,1
French Guiana,Jamaica,1
French Guiana,Cambodia,1
French Guiana,Philippines,1
French Guiana,Turkey,1
French Guiana,Mayotte,1
French Guiana,Russia,1
French Guiana,Oman,1
French Guiana,South Africa,1
French Guiana,Haiti,1
Indonesia,Cyprus,6
Indonesia,French Polynesia,3
Indonesia,Slovenia,2
Indonesia,Romania,5
Indonesia,Portugal,6
Indonesia,Martinique,1
Indonesia,Canada,9
Indonesia,Peru,3
Indonesia,Croatia,3
Indonesia,Liberia,2
Indonesia,Zambia,3
Indonesia,Gabon,2
Indonesia,Vanuatu,1
Indonesia,Luxembourg,3
Indonesia,Togo,1
Indonesia,Montenegro,1
Indonesia,Uruguay,2
Indonesia,Benin,1
Indonesia,Suriname,1
Indonesia,Palau,2
Indonesia,Poland,7
Indonesia,Guadeloupe,1
Indonesia,Mauritius,2
Indonesia,Panama,2
Indonesia,Maldives,6
Indonesia,Israel,3
Indonesia,Nepal,5
Indonesia,Mexico,3
Indonesia,Afghanistan,2
Indonesia,Malawi,2
Indonesia,Sudan,4
Indonesia,Dominican Republic,2
Indonesia,Virgin Islands,2
Indonesia,Finland,4
Indonesia,Norway,4
Indonesia,Ethiopia,5
Indonesia,Comoros,2
Indonesia,Uganda,5
Indonesia,Azerbaijan,3
Indonesia,Bangladesh,6
Indonesia,Laos,2
Indonesia,Saudi Arabia,9
Indonesia,Mongolia,1
Indonesia,Cuba,2
Indonesia,Burkina Faso,3
Indonesia,Zimbabwe,4
Indonesia,Kuwait,6
Indonesia,Sri Lanka,6
Indonesia,Macedonia,1
Indonesia,Chad,2
Indonesia,Cameroon,3
Indonesia,Tanzania,5
Indonesia,Tajikistan,1
Indonesia,Somalia,1
Indonesia,Lithuania,1
Indonesia,Tunisia,4
Indonesia,Moldova,1
Indonesia,Taiwan,7
Indonesia,Jamaica,2
Indonesia,Cambodia,2
Indonesia,Philippines,10
Indonesia,Turkey,9
Indonesia,Russia,9
Indonesia,Guam,2
Indonesia,South Africa,9
Indonesia,Pakistan,6
Indonesia,Haiti,1
Indonesia,Argentina,5
Indonesia,Vietnam,10
Indonesia,Czech Republic,5
Indonesia,Ireland,6
Indonesia,Djibouti,3
Indonesia,Jersey,1
Indonesia,Mauritania,2
Indonesia,Switzerland,10
Indonesia,Papua New Guinea,1
Indonesia,Honduras,1
Indonesia,Sierra Leone,2
Indonesia,Kenya,7
Indonesia,Uzbekistan,1
Indonesia,Guatemala,1
Indonesia,Mozambique,1
Indonesia,Ukraine,4
Indonesia,Rwanda,4
Indonesia,Hong Kong,11
Indonesia,South Korea,11
Indonesia,Qatar,9
Indonesia,Estonia,2
Indonesia,Macau,1
Indonesia,Burma,4
Indonesia,Costa Rica,2
Indonesia,Armenia,1
Indonesia,Saint Lucia,1
Indonesia,Yemen,1
Indonesia,Senegal,3
Indonesia,Malaysia,10
Indonesia,Fiji,2
Indonesia,Bosnia and Herzegovina,1
Indonesia,Seychelles,2
Indonesia,Puerto Rico,2
Indonesia,Georgia,4
Indonesia,Morocco,6
Indonesia,Japan,11
Indonesia,South Sudan,1
Indonesia,Bulgaria,3
Indonesia,Burundi,1
Indonesia,Singapore,11
Indonesia,Australia,10
Indonesia,Austria,6
Indonesia,Angola,3
Indonesia,Netherlands Antilles,2
Indonesia,Latvia,3
Indonesia,Ecuador,2
Indonesia,Malta,3
Indonesia,Bahamas,1
Indonesia,Iraq,4
Indonesia,Iran,4
Indonesia,Turkmenistan,1
Indonesia,Brunei,1
Indonesia,Chile,4
Indonesia,Guinea,1
Indonesia,Equatorial Guinea,3
Indonesia,Madagascar,1
Indonesia,Ghana,3
Indonesia,Kyrgyzstan,1
Indonesia,Congo (Kinshasa),3
Indonesia,Reunion,1
Indonesia,Niger,3
Indonesia,New Caledonia,1
Indonesia,Albania,1
Indonesia,East Timor,1
Indonesia,Kazakhstan,3
Indonesia,Mayotte,2
Indonesia,New Zealand,3
Indonesia,Oman,7
Indonesia,Libya,2
Indonesia,Aruba,1
Guinea,Cyprus,1
Guinea,French Polynesia,1
Guinea,Argentina,1
Guinea,Vietnam,1
Guinea,Czech Republic,1
Guinea,Ireland,1
Guinea,Djibouti,1
Guinea,Jersey,1
Guinea,Slovenia,1
Guinea,Mauritania,1
Guinea,Romania,1
Guinea,Portugal,1
Guinea,Martinique,1
Guinea,Switzerland,1
Guinea,Canada,1
Guinea,Sierra Leone,1
Guinea,Peru,1
Guinea,Kenya,1
Guinea,Croatia,1
Guinea,Liberia,1
Guinea,Zambia,1
Guinea,Gabon,1
Guinea,Luxembourg,1
Guinea,Togo,1
Guinea,Guatemala,1
Guinea,Uruguay,1
Guinea,Benin,1
Guinea,Ukraine,1
Guinea,Rwanda,1
Guinea,Hong Kong,1
Guinea,Qatar,1
Guinea,Guadeloupe,1
Guinea,Palau,1
Guinea,Poland,1
Guinea,South Korea,1
Guinea,Mauritius,1
Guinea,Panama,1
Guinea,Costa Rica,1
Guinea,Armenia,1
Guinea,Saint Lucia,1
Guinea,Israel,1
Guinea,Senegal,1
Guinea,Mexico,1
Guinea,Malawi,1
Guinea,Malaysia,1
Guinea,Dominican Republic,1
Guinea,Virgin Islands,1
Guinea,Puerto Rico,1
Guinea,Finland,1
Guinea,Norway,1
Guinea,Georgia,1
Guinea,Morocco,1
Guinea,Japan,1
Guinea,Comoros,1
Guinea,Bulgaria,1
Guinea,Uganda,1
Guinea,Singapore,1
Guinea,Azerbaijan,1
Guinea,Australia,1
Guinea,Laos,1
Guinea,Austria,1
Guinea,Angola,1
Guinea,Saudi Arabia,1
Guinea,Cuba,1
Guinea,Burkina Faso,1
Guinea,Netherlands Antilles,1
Guinea,Latvia,1
Guinea,Zimbabwe,1
Guinea,Ecuador,1
Guinea,Malta,1
Guinea,Kuwait,1
Guinea,Bahamas,1
Guinea,Chad,1
Guinea,Cameroon,1
Guinea,Chile,1
Guinea,Equatorial Guinea,1
Guinea,Madagascar,1
Guinea,Tanzania,1
Guinea,Congo (Kinshasa),1
Guinea,Reunion,1
Guinea,Niger,1
Guinea,Tunisia,1
Guinea,Taiwan,1
Guinea,Jamaica,1
Guinea,Cambodia,1
Guinea,Philippines,1
Guinea,Turkey,1
Guinea,Mayotte,1
Guinea,Russia,1
Guinea,Oman,1
Guinea,South Africa,1
Guinea,Haiti,1
Morocco,Cyprus,7
Morocco,French Polynesia,1
Morocco,Slovenia,2
Morocco,Romania,6
Morocco,Portugal,6
Morocco,Martinique,1
Morocco,Canada,7
Morocco,Peru,2
Morocco,Isle of Man,1
Morocco,Croatia,4
Morocco,Liberia,3
Morocco,Zambia,4
Morocco,Gabon,2
Morocco,Luxembourg,4
Morocco,Togo,1
Morocco,Montenegro,1
Morocco,Uruguay,2
Morocco,Benin,1
Morocco,Suriname,1
Morocco,Cayman Islands,1
Morocco,Poland,6
Morocco,Guadeloupe,1
Morocco,Palau,1
Morocco,Mauritius,3
Morocco,Panama,2
Morocco,Maldives,5
Morocco,Israel,4
Morocco,Nepal,3
Morocco,Mexico,4
Morocco,Afghanistan,2
Morocco,Malawi,2
Morocco,Sudan,4
Morocco,Dominican Republic,3
Morocco,Virgin Islands,3
Morocco,Finland,4
Morocco,Norway,5
Morocco,Ethiopia,4
Morocco,Comoros,2
Morocco,Uganda,6
Morocco,Azerbaijan,4
Morocco,Bangladesh,4
Morocco,Laos,2
Morocco,Bermuda,1
Morocco,Saudi Arabia,7
Morocco,Mongolia,1
Morocco,Cuba,2
Morocco,Burkina Faso,3
Morocco,Zimbabwe,5
Morocco,Kuwait,7
Morocco,Sri Lanka,5
Morocco,Macedonia,1
Morocco,Turks and Caicos Islands,1
Morocco,Chad,2
Morocco,Cameroon,3
Morocco,Tanzania,5
Morocco,Tajikistan,1
Morocco,Somalia,1
Morocco,Lithuania,2
Morocco,Tunisia,4
Morocco,Moldova,1
Morocco,Taiwan,3
Morocco,Jamaica,3
Morocco,Cambodia,1
Morocco,Barbados,1
Morocco,Philippines,5
Morocco,Turkey,7
Morocco,Russia,7
Morocco,Namibia,1
Morocco,South Africa,7
Morocco,Pakistan,5
Morocco,Haiti,1
Morocco,Argentina,6
Morocco,Vietnam,5
Morocco,Czech Republic,5
Morocco,Ireland,6
Morocco,Djibouti,3
Morocco,Jersey,2
Morocco,Mauritania,2
Morocco,Switzerland,7
Morocco,Honduras,1
Morocco,Sierra Leone,3
Morocco,Kenya,7
Morocco,Uzbekistan,1
Morocco,Guatemala,2
Morocco,Mozambique,1
Morocco,Ukraine,5
Morocco,Rwanda,4
Morocco,Hong Kong,7
Morocco,Qatar,7
Morocco,South Korea,7
Morocco,Estonia,2
Morocco,Saint Kitts and Nevis,1
Morocco,Burma,2
Morocco,Costa Rica,3
Morocco,Saint Lucia,2
Morocco,Armenia,1
Morocco,Yemen,1
Morocco,Senegal,3
Morocco,Malaysia,6
Morocco,Bosnia and Herzegovina,1
Morocco,Seychelles,2
Morocco,Puerto Rico,2
Morocco,Georgia,4
Morocco,Japan,7
Morocco,South Sudan,1
Morocco,Bulgaria,4
Morocco,Burundi,1
Morocco,Singapore,7
Morocco,Australia,7
Morocco,Austria,6
Morocco,Angola,4
Morocco,Netherlands Antilles,2
Morocco,Latvia,3
Morocco,Ecuador,2
Morocco,Malta,4
Morocco,Bahamas,2
Morocco,Iraq,4
Morocco,Iran,4
Morocco,Turkmenistan,1
Morocco,Chile,2
Morocco,Equatorial Guinea,3
Morocco,Madagascar,1
Morocco,Ghana,4
Morocco,Grenada,1
Morocco,Kyrgyzstan,1
Morocco,Congo (Kinshasa),3
Morocco,Reunion,1
Morocco,Niger,3
Morocco,Trinidad and Tobago,1
Morocco,Albania,2
Morocco,Kazakhstan,4
Morocco,Antigua and Barbuda,1
Morocco,Mayotte,2
Morocco,New Zealand,1
Morocco,Oman,7
Morocco,Gibraltar,1
Morocco,Libya,3
Morocco,Aruba,1
Benin,Cyprus,1
Benin,French Polynesia,1
Benin,Swaziland,1
Benin,Slovenia,1
Benin,Romania,1
Benin,Portugal,1
Benin,Martinique,1
Benin,Canada,1
Benin,Peru,1
Benin,Croatia,1
Benin,Lesotho,1
Benin,Liberia,1
Benin,Zambia,2
Benin,Gabon,2
Benin,Luxembourg,1
Benin,Togo,1
Benin,Uruguay,1
Benin,Guadeloupe,1
Benin,Palau,1
Benin,Poland,1
Benin,Mauritius,2
Benin,Panama,1
Benin,Israel,1
Benin,Mexico,1
Benin,Malawi,2
Benin,Dominican Republic,1
Benin,Virgin Islands,1
Benin,Finland,1
Benin,Norway,1
Benin,Ethiopia,1
Benin,Comoros,1
Benin,Uganda,2
Benin,Azerbaijan,1
Benin,Laos,1
Benin,Saudi Arabia,1
Benin,Cuba,1
Benin,Burkina Faso,1
Benin,Zimbabwe,2
Benin,Kuwait,2
Benin,Chad,1
Benin,Cameroon,2
Benin,Tanzania,2
Benin,Tunisia,1
Benin,Taiwan,1
Benin,Jamaica,1
Benin,Cambodia,1
Benin,Philippines,1
Benin,Turkey,1
Benin,Russia,1
Benin,Namibia,1
Benin,South Africa,2
Benin,Haiti,1
Benin,Botswana,1
Benin,Argentina,1
Benin,Vietnam,1
Benin,Czech Republic,1
Benin,Ireland,1
Benin,Djibouti,1
Benin,Jersey,1
Benin,Mauritania,1
Benin,Switzerland,2
Benin,Sierra Leone,1
Benin,Kenya,2
Benin,Guatemala,1
Benin,Mozambique,1
Benin,Ukraine,1
Benin,Rwanda,2
Benin,Hong Kong,2
Benin,Qatar,1
Benin,South Korea,1
Benin,Costa Rica,1
Benin,Armenia,1
Benin,Saint Lucia,1
Benin,Senegal,2
Benin,Malaysia,1
Benin,Seychelles,1
Benin,Puerto Rico,1
Benin,Georgia,1
Benin,Japan,1
Benin,Bulgaria,1
Benin,Singapore,2
Benin,Australia,2
Benin,Austria,1
Benin,Angola,2
Benin,Netherlands Antilles,1
Benin,Latvia,1
Benin,Ecuador,1
Benin,Malta,1
Benin,Bahamas,1
Benin,Chile,1
Benin,Madagascar,2
Benin,Equatorial Guinea,1
Benin,Ghana,1
Benin,Congo (Kinshasa),2
Benin,Reunion,1
Benin,Niger,1
Benin,Mayotte,1
Benin,Oman,1
Mexico,Cyprus,4
Mexico,French Polynesia,2
Mexico,Slovenia,1
Mexico,Romania,4
Mexico,Portugal,3
Mexico,Martinique,1
Mexico,Canada,5
Mexico,Peru,2
Mexico,Isle of Man,1
Mexico,Croatia,3
Mexico,Liberia,3
Mexico,Zambia,3
Mexico,Gabon,1
Mexico,Luxembourg,3
Mexico,Vanuatu,1
Mexico,Togo,1
Mexico,Uruguay,2
Mexico,Suriname,1
Mexico,Cayman Islands,1
Mexico,Poland,4
Mexico,Guadeloupe,1
Mexico,Palau,1
Mexico,Mauritius,2
Mexico,Panama,2
Mexico,Maldives,2
Mexico,Israel,3
Mexico,Nepal,1
Mexico,Malawi,2
Mexico,Sudan,1
Mexico,Dominican Republic,3
Mexico,Virgin Islands,3
Mexico,Finland,3
Mexico,Norway,4
Mexico,Ethiopia,2
Mexico,Comoros,2
Mexico,Uganda,4
Mexico,Azerbaijan,3
Mexico,Bangladesh,1
Mexico,Laos,1
Mexico,Bermuda,1
Mexico,Saudi Arabia,4
Mexico,Cuba,3
Mexico,Burkina Faso,2
Mexico,Zimbabwe,3
Mexico,Kuwait,4
Mexico,Sri Lanka,2
Mexico,Turks and Caicos Islands,1
Mexico,Niue,1
Mexico,Chad,1
Mexico,Cameroon,2
Mexico,Tanzania,3
Mexico,Lithuania,1
Mexico,Tunisia,2
Mexico,Taiwan,2
Mexico,Jamaica,4
Mexico,Norfolk Island,1
Mexico,Cambodia,1
Mexico,Barbados,2
Mexico,Philippines,3
Mexico,Turkey,4
Mexico,Russia,5
Mexico,Namibia,1
Mexico,South Africa,5
Mexico,Pakistan,2
Mexico,Haiti,1
Mexico,Argentina,4
Mexico,Vietnam,2
Mexico,Czech Republic,3
Mexico,Ireland,3
Mexico,Djibouti,2
Mexico,Jersey,2
Mexico,Mauritania,1
Mexico,Switzerland,4
Mexico,Honduras,1
Mexico,Sierra Leone,3
Mexico,Kenya,4
Mexico,Guatemala,2
Mexico,Mozambique,1
Mexico,Ukraine,3
Mexico,Rwanda,3
Mexico,Hong Kong,6
Mexico,Qatar,4
Mexico,South Korea,4
Mexico,Estonia,1
Mexico,Saint Kitts and Nevis,1
Mexico,Burma,1
Mexico,Costa Rica,3
Mexico,Saint Lucia,3
Mexico,Armenia,1
Mexico,Senegal,1
Mexico,Malaysia,3
Mexico,Fiji,1
Mexico,Samoa,1
Mexico,Puerto Rico,3
Mexico,Georgia,3
Mexico,Japan,6
Mexico,Bulgaria,3
Mexico,Burundi,1
Mexico,Singapore,6
Mexico,Australia,6
Mexico,Austria,4
Mexico,Angola,3
Mexico,Netherlands Antilles,2
Mexico,Latvia,2
Mexico,Ecuador,2
Mexico,Malta,2
Mexico,Bahamas,2
Mexico,Iraq,1
Mexico,Tonga,1
Mexico,Cook Islands,1
Mexico,Iran,1
Mexico,Chile,2
Mexico,Equatorial Guinea,2
Mexico,Madagascar,1
Mexico,Ghana,2
Mexico,Grenada,2
Mexico,Congo (Kinshasa),2
Mexico,Reunion,1
Mexico,Niger,2
Mexico,Trinidad and Tobago,1
Mexico,Albania,1
Mexico,New Caledonia,1
Mexico,Kazakhstan,2
Mexico,Antigua and Barbuda,2
Mexico,Mayotte,2
Mexico,New Zealand,1
Mexico,Oman,4
Mexico,Gibraltar,1
Mexico,Libya,1
Mexico,Aruba,1
Tanzania,Cyprus,5
Tanzania,French Polynesia,1
Tanzania,Swaziland,1
Tanzania,Slovenia,2
Tanzania,Romania,4
Tanzania,Portugal,4
Tanzania,Martinique,1
Tanzania,Canada,5
Tanzania,Peru,2
Tanzania,Croatia,3
Tanzania,Liberia,2
Tanzania,Lesotho,1
Tanzania,Zambia,4
Tanzania,Gabon,3
Tanzania,Luxembourg,3
Tanzania,Togo,1
Tanzania,Montenegro,1
Tanzania,Uruguay,2
Tanzania,Suriname,1
Tanzania,Guadeloupe,1
Tanzania,Poland,5
Tanzania,Palau,1
Tanzania,Mauritius,3
Tanzania,Panama,2
Tanzania,Maldives,3
Tanzania,Israel,3
Tanzania,Nepal,2
Tanzania,Afghanistan,2
Tanzania,Malawi,3
Tanzania,Sudan,3
Tanzania,Dominican Republic,2
Tanzania,Virgin Islands,2
Tanzania,Finland,3
Tanzania,Norway,4
Tanzania,Ethiopia,5
Tanzania,Comoros,2
Tanzania,Uganda,6
Tanzania,Azerbaijan,3
Tanzania,Bangladesh,3
Tanzania,Laos,1
Tanzania,Saudi Arabia,5
Tanzania,Mongolia,1
Tanzania,Cuba,2
Tanzania,Burkina Faso,3
Tanzania,Zimbabwe,5
Tanzania,Kuwait,6
Tanzania,Sri Lanka,3
Tanzania,Macedonia,1
Tanzania,Chad,2
Tanzania,Cameroon,4
Tanzania,Tajikistan,1
Tanzania,Somalia,1
Tanzania,Lithuania,1
Tanzania,Tunisia,4
Tanzania,Moldova,1
Tanzania,Taiwan,3
Tanzania,Jamaica,2
Tanzania,Cambodia,1
Tanzania,Philippines,4
Tanzania,Turkey,5
Tanzania,Russia,5
Tanzania,Namibia,1
Tanzania,South Africa,6
Tanzania,Pakistan,4
Tanzania,Haiti,1
Tanzania,Argentina,5
Tanzania,Vietnam,4
Tanzania,Botswana,1
Tanzania,Czech Republic,4
Tanzania,Ireland,4
Tanzania,Djibouti,3
Tanzania,Jersey,1
Tanzania,Mauritania,2
Tanzania,Switzerland,6
Tanzania,Honduras,1
Tanzania,Sierra Leone,2
Tanzania,Kenya,6
Tanzania,Uzbekistan,1
Tanzania,Guatemala,1
Tanzania,Mozambique,2
Tanzania,Ukraine,4
Tanzania,Rwanda,5
Tanzania,Hong Kong,6
Tanzania,Qatar,5
Tanzania,South Korea,5
Tanzania,Estonia,2
Tanzania,Burma,1
Tanzania,Costa Rica,2
Tanzania,Armenia,1
Tanzania,Saint Lucia,1
Tanzania,Yemen,1
Tanzania,Senegal,4
Tanzania,Malaysia,5
Tanzania,Bosnia and Herzegovina,1
Tanzania,Seychelles,2
Tanzania,Puerto Rico,2
Tanzania,Georgia,4
Tanzania,Japan,5
Tanzania,South Sudan,1
Tanzania,Bulgaria,3
Tanzania,Burundi,1
Tanzania,Singapore,6
Tanzania,Australia,6
Tanzania,Austria,5
Tanzania,Angola,4
Tanzania,Netherlands Antilles,2
Tanzania,Latvia,3
Tanzania,Ecuador,2
Tanzania,Malta,3
Tanzania,Bahamas,1
Tanzania,Iraq,3
Tanzania,Iran,3
Tanzania,Turkmenistan,1
Tanzania,Chile,2
Tanzania,Madagascar,2
Tanzania,Equatorial Guinea,3
Tanzania,Ghana,4
Tanzania,Kyrgyzstan,1
Tanzania,Congo (Kinshasa),4
Tanzania,Reunion,1
Tanzania,Niger,3
Tanzania,Albania,1
Tanzania,Kazakhstan,2
Tanzania,Mayotte,2
Tanzania,New Zealand,1
Tanzania,Oman,5
Tanzania,Libya,2
Tanzania,Aruba,1
Senegal,Cyprus,3
Senegal,French Polynesia,1
Senegal,Swaziland,1
Senegal,Slovenia,2
Senegal,Romania,2
Senegal,Portugal,3
Senegal,Martinique,1
Senegal,Canada,3
Senegal,Peru,1
Senegal,Croatia,2
Senegal,Lesotho,1
Senegal,Liberia,1
Senegal,Zambia,3
Senegal,Gabon,3
Senegal,Luxembourg,2
Senegal,Togo,1
Senegal,Montenegro,1
Senegal,Uruguay,1
Senegal,Guadeloupe,1
Senegal,Poland,3
Senegal,Palau,1
Senegal,Mauritius,3
Senegal,Maldives,2
Senegal,Panama,1
Senegal,Israel,2
Senegal,Nepal,1
Senegal,Afghanistan,2
Senegal,Malawi,2
Senegal,Sudan,2
Senegal,Dominican Republic,1
Senegal,Virgin Islands,1
Senegal,Finland,2
Senegal,Norway,2
Senegal,Ethiopia,3
Senegal,Comoros,1
Senegal,Uganda,4
Senegal,Azerbaijan,2
Senegal,Bangladesh,2
Senegal,Laos,1
Senegal,Saudi Arabia,3
Senegal,Mongolia,1
Senegal,Burkina Faso,2
Senegal,Cuba,1
Senegal,Zimbabwe,4
Senegal,Kuwait,4
Senegal,Sri Lanka,2
Senegal,Macedonia,1
Senegal,Chad,2
Senegal,Cameroon,3
Senegal,Tajikistan,1
Senegal,Somalia,1
Senegal,Lithuania,1
Senegal,Moldova,1
Senegal,Tunisia,3
Senegal,Taiwan,2
Senegal,Jamaica,1
Senegal,Cambodia,1
Senegal,Philippines,2
Senegal,Turkey,3
Senegal,Russia,3
Senegal,Namibia,1
Senegal,South Africa,4
Senegal,Pakistan,2
Senegal,Haiti,1
Senegal,Argentina,3
Senegal,Vietnam,3
Senegal,Botswana,1
Senegal,Czech Republic,3
Senegal,Ireland,3
Senegal,Djibouti,2
Senegal,Jersey,1
Senegal,Mauritania,2
Senegal,Switzerland,4
Senegal,Sierra Leone,1
Senegal,Kenya,4
Senegal,Uzbekistan,1
Senegal,Guatemala,1
Senegal,Mozambique,1
Senegal,Ukraine,3
Senegal,Rwanda,3
Senegal,Hong Kong,4
Senegal,Qatar,3
Senegal,South Korea,3
Senegal,Estonia,1
Senegal,Costa Rica,1
Senegal,Armenia,1
Senegal,Saint Lucia,1
Senegal,Yemen,1
Senegal,Malaysia,3
Senegal,Bosnia and Herzegovina,1
Senegal,Seychelles,2
Senegal,Puerto Rico,1
Senegal,Georgia,2
Senegal,South Sudan,1
Senegal,Japan,3
Senegal,Bulgaria,2
Senegal,Singapore,4
Senegal,Australia,4
Senegal,Austria,3
Senegal,Angola,3
Senegal,Netherlands Antilles,1
Senegal,Latvia,2
Senegal,Malta,3
Senegal,Ecuador,1
Senegal,Bahamas,1
Senegal,Iraq,2
Senegal,Iran,2
Senegal,Turkmenistan,1
Senegal,Chile,1
Senegal,Madagascar,2
Senegal,Equatorial Guinea,2
Senegal,Ghana,3
Senegal,Kyrgyzstan,1
Senegal,Congo (Kinshasa),3
Senegal,Reunion,1
Senegal,Niger,2
Senegal,Albania,1
Senegal,Kazakhstan,1
Senegal,Mayotte,1
Senegal,New Zealand,1
Senegal,Oman,3
Senegal,Libya,2
Cameroon,Cyprus,3
Cameroon,French Polynesia,1
Cameroon,Swaziland,1
Cameroon,Slovenia,2
Cameroon,Romania,3
Cameroon,Portugal,3
Cameroon,Martinique,1
Cameroon,Canada,3
Cameroon,Peru,2
Cameroon,Croatia,2
Cameroon,Lesotho,1
Cameroon,Liberia,2
Cameroon,Zambia,3
Cameroon,Gabon,3
Cameroon,Luxembourg,3
Cameroon,Togo,1
Cameroon,Montenegro,1
Cameroon,Uruguay,2
Cameroon,Suriname,1
Cameroon,Guadeloupe,1
Cameroon,Poland,3
Cameroon,Palau,1
Cameroon,Mauritius,2
Cameroon,Maldives,1
Cameroon,Panama,2
Cameroon,Israel,3
Cameroon,Nepal,1
Cameroon,Afghanistan,1
Cameroon,Malawi,3
Cameroon,Sudan,1
Cameroon,Dominican Republic,2
Cameroon,Virgin Islands,2
Cameroon,Finland,3
Cameroon,Norway,3
Cameroon,Ethiopia,3
Cameroon,Comoros,2
Cameroon,Uganda,4
Cameroon,Azerbaijan,2
Cameroon,Bangladesh,1
Cameroon,Laos,1
Cameroon,Saudi Arabia,3
Cameroon,Mongolia,1
Cameroon,Burkina Faso,3
Cameroon,Cuba,2
Cameroon,Zimbabwe,4
Cameroon,Kuwait,4
Cameroon,Sri Lanka,1
Cameroon,Macedonia,1
Cameroon,Chad,2
Cameroon,Tajikistan,1
Cameroon,Somalia,1
Cameroon,Lithuania,1
Cameroon,Moldova,1
Cameroon,Tunisia,2
Cameroon,Taiwan,2
Cameroon,Jamaica,2
Cameroon,Cambodia,1
Cameroon,Philippines,2
Cameroon,Turkey,3
Cameroon,Russia,3
Cameroon,Namibia,1
Cameroon,South Africa,4
Cameroon,Pakistan,2
Cameroon,Haiti,1
Cameroon,Botswana,1
Cameroon,Argentina,3
Cameroon,Vietnam,2
Cameroon,Czech Republic,3
Cameroon,Ireland,3
Cameroon,Djibouti,3
Cameroon,Jersey,1
Cameroon,Mauritania,2
Cameroon,Switzerland,4
Cameroon,Honduras,1
Cameroon,Sierra Leone,2
Cameroon,Kenya,4
Cameroon,Uzbekistan,1
Cameroon,Guatemala,1
Cameroon,Mozambique,1
Cameroon,Ukraine,3
Cameroon,Rwanda,4
Cameroon,Hong Kong,4
Cameroon,Qatar,3
Cameroon,South Korea,3
Cameroon,Estonia,2
Cameroon,Costa Rica,2
Cameroon,Armenia,1
Cameroon,Saint Lucia,1
Cameroon,Yemen,1
Cameroon,Malaysia,3
Cameroon,Bosnia and Herzegovina,1
Cameroon,Seychelles,1
Cameroon,Puerto Rico,2
Cameroon,Georgia,3
Cameroon,Japan,3
Cameroon,South Sudan,1
Cameroon,Bulgaria,2
Cameroon,Burundi,1
Cameroon,Singapore,4
Cameroon,Australia,4
Cameroon,Austria,3
Cameroon,Angola,3
Cameroon,Netherlands Antilles,2
Cameroon,Latvia,3
Cameroon,Malta,2
Cameroon,Ecuador,2
Cameroon,Bahamas,1
Cameroon,Iraq,1
Cameroon,Iran,1
Cameroon,Turkmenistan,1
Cameroon,Chile,2
Cameroon,Madagascar,2
Cameroon,Equatorial Guinea,3
Cameroon,Ghana,3
Cameroon,Kyrgyzstan,1
Cameroon,Congo (Kinshasa),4
Cameroon,Reunion,1
Cameroon,Niger,3
Cameroon,Albania,1
Cameroon,Kazakhstan,2
Cameroon,Mayotte,2
Cameroon,Oman,3
Cameroon,Libya,1
Cameroon,Aruba,1
Saudi Arabia,Cyprus,7
Saudi Arabia,French Polynesia,2
Saudi Arabia,Slovenia,2
Saudi Arabia,Romania,6
Saudi Arabia,Portugal,6
Saudi Arabia,Martinique,1
Saudi Arabia,Canada,8
Saudi Arabia,Peru,2
Saudi Arabia,Isle of Man,1
Saudi Arabia,Croatia,4
Saudi Arabia,Liberia,3
Saudi Arabia,Zambia,4
Saudi Arabia,Gabon,2
Saudi Arabia,Vanuatu,1
Saudi Arabia,Luxembourg,4
Saudi Arabia,Togo,1
Saudi Arabia,Montenegro,1
Saudi Arabia,Uruguay,2
Saudi Arabia,Suriname,1
Saudi Arabia,Cayman Islands,1
Saudi Arabia,Poland,7
Saudi Arabia,Guadeloupe,1
Saudi Arabia,Palau,1
Saudi Arabia,Mauritius,3
Saudi Arabia,Panama,2
Saudi Arabia,Maldives,7
Saudi Arabia,Israel,4
Saudi Arabia,Nepal,5
Saudi Arabia,Afghanistan,2
Saudi Arabia,Malawi,2
Saudi Arabia,Sudan,4
Saudi Arabia,Dominican Republic,3
Saudi Arabia,Virgin Islands,3
